gene_id_5prime,gene_symbol_5prime,chr_5prime,gene_id_3prime,gene_symbol_3prime,chr_3prime,model_id,model_name,tissue,in_patient,in_frame,in_cosmic_fusions,dataset
SIDG22248,NR2C2,3,SIDG01058,ANKRD28,3,SIDM00653,NCI-H1092,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG22265,NR6A1,9,SIDG10343,GOLGA1,9,SIDM00345,LCLC-103H,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG22284,NRCAM,7,SIDG25162,PNPLA8,7,SIDM01125,NCI-H647,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG22286,NRDE2,14,SIDG03368,CALM1,14,SIDM00116,NCI-H522,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG22290,NRG1,8,SIDG06062,DAZAP2,12,SIDM00719,NCI-H345,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG22290,NRG1,8,SIDG06062,DAZAP2,12,SIDM00719,NCI-H345,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG22339,NSUN4,1,SIDG16959,LURAP1,1,SIDM01149,NCI-H847,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG22347,NT5C1A,1,SIDG27242,RIMS3,1,SIDM00760,NCI-H1963,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG22413,NUDT4,12,SIDG24679,PIK3R1,5,SIDM00751,NCI-H1563,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG22449,NUMA1,11,SIDG39788,TTC28,22,SIDM00704,NCI-H211,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG22449,NUMA1,11,SIDG39788,TTC28,22,SIDM00704,NCI-H211,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG22478,NUP210,3,SIDG41159,WNT7A,3,SIDM00653,NCI-H1092,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG22483,NUP214,9,SIDG22378,NTMT1,9,SIDM00745,NCI-H1650,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG22520,NXN,17,SIDG00156,ABR,17,SIDM01149,NCI-H847,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG22671,OPA3,19,SIDG21337,NANOS2,19,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23631,OSBP2,22,SIDG21878,NIPSNAP1,22,SIDM00100,NCI-H2595,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG23637,OSBPL7,17,SIDG08630,FAM171A2,17,SIDM00763,NCI-H1915,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23737,OXNAD1,3,SIDG08843,FBLN2,3,SIDM01103,SK-MES-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23738,OXR1,8,SIDG08581,FAM135B,8,SIDM00245,MS-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23738,OXR1,8,SIDG21097,MYC,8,SIDM00245,MS-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23738,OXR1,8,SIDG21097,MYC,8,SIDM00245,MS-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23738,OXR1,8,SIDG26366,PVT1,8,SIDM00245,MS-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23738,OXR1,8,SIDG26366,PVT1,8,SIDM00245,MS-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23738,OXR1,8,SIDG34818,SLC25A18,22,SIDM00245,MS-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23769,P4HA1,10,SIDG33613,SACM1L,3,SIDM00345,LCLC-103H,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG23808,PABPN1,14,SIDG04550,CHD8,14,SIDM00741,NCI-H1694,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG23854,PAIP1,5,SIDG20186,MRPS30-DT,5,SIDM00293,LU-139,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23858,PAK1,11,SIDG37456,TENM4,11,SIDM01130,NCI-H520,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG23862,PAK4,19,SIDG34772,SLC24A4,14,SIDM00759,NCI-H1975,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG23877,PAN3,13,SIDG25994,PRSS53,16,SIDM00711,NCI-H2066,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG23893,PAPLN,14,SIDG26029,PSEN1,14,SIDM01131,NCI-H82,Lung,False,3UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG23912,PARD3,10,SIDG05724,CUL2,10,SIDM00771,NCI-H1792,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23928,PARM1,4,SIDG21686,NEGR1,1,SIDM00183,LB647-SCLC,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23935,PARP4,13,SIDG23639,OSBPL9,1,SIDM00698,NCI-H146,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG23942,PARP9,3,SIDG08352,TAFA1,3,SIDM00139,NCI-H226,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG23967,PAWR,12,SIDG10342,GNS,12,SIDM01121,NCI-H69,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG23967,PAWR,12,SIDG14881,LINC00504,4,SIDM00742,NCI-H1693,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG23984,PAXIP1,7,SIDG06914,DPP6,7,SIDM00758,NCI-H1993,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG23991,PBK,8,SIDG21027,MTUS1,8,SIDM00753,NCI-H2023,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG23995,PBX1,1,SIDG22647,OLFML2B,1,SIDM00709,NCI-H2085,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24017,PCBP1-AS1,2,SIDG15837,LINC01816,2,SIDM00368,SBC-5,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24132,PCMT1,6,SIDG14417,LATS1,6,SIDM00769,NCI-H1838,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24133,PCMTD1,8,SIDG10744,GSTA9P,6,SIDM00758,NCI-H1993,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24159,PCNX1,14,SIDG24995,PLEKHD1,14,SIDM00925,NCI-H441,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24174,PCSK2,20,SIDG04528,CHCHD3,7,SIDM01071,HCC-33,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24174,PCSK2,20,SIDG34835,SLC25A29,14,SIDM01071,HCC-33,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24204,PDCD6IP,3,SIDG11180,HERC2,15,SIDM00292,LU-165,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24231,PDE4D,5,SIDG00401,ADAMTS6,5,SIDM00709,NCI-H2085,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24231,PDE4D,5,SIDG05743,CWC27,5,SIDM00739,NCI-H1734,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG24231,PDE4D,5,SIDG25322,POU4F3,5,SIDM00723,NCI-H2444,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24253,PDGFD,11,SIDG06202,DDX10,11,SIDM00758,NCI-H1993,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24266,PDIA4,7,SIDG41597,ZFPM2,8,SIDM00522,DMS-273,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24284,PDLIM5,4,SIDG35086,SMARCAD1,4,SIDM00747,NCI-H1623,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG24288,PDPK1,16,SIDG26800,RBFOX1,16,SIDM01116,NCI-H810,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24288,PDPK1,16,SIDG26800,RBFOX1,16,SIDM01116,NCI-H810,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG24299,PDSS2,6,SIDG72792,LINC02836,6,SIDM00509,COR-L311,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24375,PEX14,1,SIDG24457,PGD,1,SIDM00755,NCI-H1793,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24375,PEX14,1,SIDG24457,PGD,1,SIDM00755,NCI-H1793,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24361,PEX3,6,SIDG00684,AIG1,6,SIDM01068,HCC-78,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24433,PGAM5,12,SIDG07857,EP400,12,SIDM01071,HCC-33,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24439,PGBD2,1,SIDG00225,ACOX2,3,SIDM00101,NCI-H2591,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG24439,PGBD2,1,SIDG00225,ACOX2,3,SIDM00101,NCI-H2591,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG24501,PHB1,17,SIDG10076,GID4,17,SIDM00293,LU-139,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24551,PHF12,17,SIDG17273,MAPT,17,SIDM00046,H3255,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24534,PHF2,9,SIDG00420,ADAMTS20,12,SIDM00758,NCI-H1993,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24558,PHF21B,22,SIDG23631,OSBP2,22,SIDM00365,SBC-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24563,PHIP,6,SIDG11651,HMGN3,6,SIDM00292,LU-165,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24610,PIAS1,15,SIDG06914,DPP6,7,SIDM00711,NCI-H2066,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24611,PIAS2,18,SIDG24669,PIK3C3,18,SIDM00101,NCI-H2591,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24611,PIAS2,18,SIDG24669,PIK3C3,18,SIDM00101,NCI-H2591,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24611,PIAS2,18,SIDG24669,PIK3C3,18,SIDM00101,NCI-H2591,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24615,PICALM,11,SIDG03681,CCDC81,11,SIDM00733,NCI-H2171,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG24615,PICALM,11,SIDG03681,CCDC81,11,SIDM00733,NCI-H2171,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24615,PICALM,11,SIDG17476,ME3,11,SIDM00737,NCI-H1770,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG24623,PIEZO2,18,SIDG10285,GNAL,18,SIDM00810,A427,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24628,PIGB,15,SIDG06758,DNAJC13,3,SIDM00924,ChaGo-K-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24655,PIGU,20,SIDG21488,NCOA6,20,SIDM00306,IA-LM,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24667,PIK3C2B,1,SIDG13821,KLF5,13,SIDM00758,NCI-H1993,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG24668,PIK3C2G,12,SIDG33616,SAE1,19,SIDM01183,UMC-11,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24682,PIK3R3,1,SIDG01185,AP2A1,19,SIDM00703,NCI-H2110,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24840,PITPNC1,17,SIDG34314,SGSH,17,SIDM01044,EPLC-272H,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24840,PITPNC1,17,SIDG34314,SGSH,17,SIDM01044,EPLC-272H,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24842,PITPNM2,12,SIDG01394,ARHGAP32,11,SIDM00751,NCI-H1563,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24874,PKHD1L1,8,SIDG08132,ESRP1,8,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24888,PKN2,1,SIDG36086,SOX5,12,SIDM00770,NCI-H1836,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24890,PKN3,9,SIDG36378,SPTAN1,9,SIDM01128,NCI-H526,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24909,PLA2G4A,1,SIDG11457,HMCN1,1,SIDM00367,SBC-3,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24918,PLA2G6,22,SIDG04554,CHEK2,22,SIDM00744,NCI-H1651,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24946,PLCB1,20,SIDG24951,PLCB4,20,SIDM00292,LU-165,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24951,PLCB4,20,SIDG24946,PLCB1,20,SIDM00927,NCI-H510A,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG24967,PLCL2,3,SIDG13347,ITPR1,3,SIDM00649,NCI-H1299,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG24967,PLCL2,3,SIDG25991,PRSS50,3,SIDM00710,NCI-H2081,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24976,PLD3,19,SIDG02330,BLVRB,19,SIDM01122,NCI-H661,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24976,PLD3,19,SIDG02330,BLVRB,19,SIDM01122,NCI-H661,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG24999,PLEKHG2,19,SIDG17531,MED29,19,SIDM00753,NCI-H2023,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25010,PLEKHM1,17,SIDG11660,HMMR,5,SIDM01124,NCI-H650,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25055,PLS1,3,SIDG07883,EPHA6,3,SIDM00230,IST-SL2,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25075,PLXNB2,22,SIDG06377,DENND6B,22,SIDM00046,H3255,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25075,PLXNB2,22,SIDG06377,DENND6B,22,SIDM00046,H3255,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25091,PML,15,SIDG17446,MCTP2,15,SIDM00744,NCI-H1651,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25093,PMM2,16,SIDG00048,ABAT,16,SIDM00698,NCI-H146,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25193,POLB,8,SIDG24939,PLAT,8,SIDM00708,NCI-H2087,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25200,POLDIP3,22,SIDG05808,CYB5R3,22,SIDM00698,NCI-H146,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25204,POLE4,2,SIDG11387,HK2,2,SIDM00749,NCI-H1573,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25207,POLH,6,SIDG13737,KIF6,6,SIDM01183,UMC-11,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25313,POU2F1,1,SIDG25015,PLEKHO1,1,SIDM01070,HCC-366,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25042,PLPP1,5,SIDG34961,SLC38A9,5,SIDM01122,NCI-H661,Lung,False,3UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG25345,PPARD,6,SIDG11079,HCG20,6,SIDM00922,Calu-3,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25345,PPARD,6,SIDG33875,SCUBE3,6,SIDM00512,COR-L23,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25347,PPARGC1A,4,SIDG25214,POLN,4,SIDM00697,NCI-H1436,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25362,PPFIA1,11,SIDG29154,RNF169,11,SIDM00749,NCI-H1573,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25363,PPFIA2,12,SIDG00218,ACOT7,1,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25367,PPFIBP1,12,SIDG73077,LRRK2-DT,12,SIDM00699,NCI-H2141,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25370,PPHLN1,12,SIDG08125,ESPL1,12,SIDM00792,NCI-H1688,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25370,PPHLN1,12,SIDG23972,PAX3,2,SIDM00100,NCI-H2595,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25371,PPIA,7,SIDG22619,OGDH,7,SIDM01150,NCI-H838,Lung,True,Yes,False,Sanger Cell Lines Fusions
SIDG25475,PPIG,2,SIDG31243,ROCK2,2,SIDM01103,SK-MES-1,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25482,PPIL2,22,SIDG03791,CCK,3,SIDM00709,NCI-H2085,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25482,PPIL2,22,SIDG03791,CCK,3,SIDM00709,NCI-H2085,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25484,PPIL4,6,SIDG13449,KATNA1,6,SIDM00810,A427,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25489,PPL,16,SIDG33966,SEC14L5,16,SIDM01068,HCC-78,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25489,PPL,16,SIDG33966,SEC14L5,16,SIDM01068,HCC-78,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG25497,PPM1H,12,SIDG03299,CACNA1C,12,SIDM00730,NCI-H2227,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25504,PPOX,1,SIDG16853,LRRC52,1,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25507,PPP1CC,12,SIDG11016,HAUS7,X,SIDM01103,SK-MES-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25576,PPP1R36,14,SIDG16308,LINC02290,14,SIDM00292,LU-165,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25532,PPP1R8,1,SIDG35080,SMAP2,1,SIDM01119,NCI-H727,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25532,PPP1R8,1,SIDG35080,SMAP2,1,SIDM01119,NCI-H727,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG25582,PPP2R1A,19,SIDG09341,FPR2,19,SIDM00547,LU-65,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26273,PTPA,9,SIDG22476,NUP188,9,SIDM00723,NCI-H2444,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25623,PPT1,1,SIDG07857,EP400,12,SIDM01071,HCC-33,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25623,PPT1,1,SIDG25472,PPIE,1,SIDM00760,NCI-H1963,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25623,PPT1,1,SIDG40571,USP35,11,SIDM01124,NCI-H650,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25691,PRCP,11,SIDG13139,INTS4,11,SIDM00658,NCI-H1435,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25706,PRDM15,21,SIDG05481,CRYZL1,21,SIDM00743,NCI-H1666,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25747,PREP,6,SIDG21169,MYMX,6,SIDM00509,COR-L311,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25747,PREP,6,SIDG21169,MYMX,6,SIDM00509,COR-L311,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25770,PRKAA1,5,SIDG07452,EGFLAM,5,SIDM00506,COR-L88,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25775,PRKACB,1,SIDG11383,HIVEP3,1,SIDM00924,ChaGo-K-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25783,PRKAR1B,7,SIDG13686,MATCAP2,7,SIDM00494,ABC-1,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25783,PRKAR1B,7,SIDG13686,MATCAP2,7,SIDM00494,ABC-1,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25791,PRKCE,2,SIDG39766,TTC7A,2,SIDM01072,HCC-15,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25791,PRKCE,2,SIDG39766,TTC7A,2,SIDM01072,HCC-15,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25794,PRKCI,3,SIDG07968,ERICH6,3,SIDM01128,NCI-H526,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG25794,PRKCI,3,SIDG17480,MECOM,3,SIDM00924,ChaGo-K-1,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG37620,THAP12,11,SIDG00211,ACO1,9,SIDM00297,LC-2-ad,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25848,PROM1,4,SIDG38396,TPGS1,19,SIDM00640,MSTO-211H,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG25877,PRPF39,14,SIDG38309,TOGARAM1,14,SIDM01156,SW1271,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25877,PRPF39,14,SIDG38309,TOGARAM1,14,SIDM01156,SW1271,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25882,PRPS1,X,SIDG05786,RADX,X,SIDM00758,NCI-H1993,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG25897,PRR11,17,SIDG03226,SHLD1,20,SIDM00810,A427,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26029,PSEN1,14,SIDG03486,CASC11,8,SIDM01131,NCI-H82,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26072,PSMB2,1,SIDG13955,KPNA6,1,SIDM00506,COR-L88,Lung,False,3UTR_CODING,False,Sanger Cell Lines Fusions
SIDG26072,PSMB2,1,SIDG16919,LSM10,1,SIDM00737,NCI-H1770,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26072,PSMB2,1,SIDG36739,STK40,1,SIDM00737,NCI-H1770,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG26083,PSMB9,6,SIDG03407,CAMTA1,1,SIDM00245,MS-1,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG26143,PSME4,2,SIDG00354,ACYP2,2,SIDM00222,MPP-89,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26146,PSMG2,18,SIDG29195,RNMT,18,SIDM00810,A427,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26146,PSMG2,18,SIDG29195,RNMT,18,SIDM00810,A427,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26185,PTCH1,9,SIDG02913,FMC1-LUC7L2,7,SIDM00729,NCI-H2228,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG26219,PTGES3,12,SIDG15955,LINC01935,2,SIDM00698,NCI-H146,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26219,PTGES3,12,SIDG25169,PNRC2,1,SIDM00744,NCI-H1651,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG26238,PTH2R,2,SIDG24686,PIKFYVE,2,SIDM00292,LU-165,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26240,PTK2,8,SIDG24874,PKHD1L1,8,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26240,PTK2,8,SIDG34995,SLC45A4,8,SIDM00294,LU-135,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG26240,PTK2,8,SIDG39674,TSNARE1,8,SIDM00524,DMS-79,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG26240,PTK2,8,SIDG39674,TSNARE1,8,SIDM00524,DMS-79,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG26258,PTOV1,19,SIDG05360,CPT1C,19,SIDM00356,RERF-LC-KJ,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26258,PTOV1,19,SIDG05360,CPT1C,19,SIDM00356,RERF-LC-KJ,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG26258,PTOV1,19,SIDG05360,CPT1C,19,SIDM00356,RERF-LC-KJ,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26297,PTPN23,3,SIDG13869,KLHL18,3,SIDM00598,HARA,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG26282,PTPN4,2,SIDG04456,CFAP221,2,SIDM00760,NCI-H1963,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG26282,PTPN4,2,SIDG04456,CFAP221,2,SIDM00760,NCI-H1963,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG26315,PTPRN2,7,SIDG08142,ESYT2,7,SIDM00719,NCI-H345,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG01744,ATG5,6,SIDM00509,COR-L311,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG03829,CCNB1IP1,14,SIDM00733,NCI-H2171,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG03829,CCNB1IP1,14,SIDM00733,NCI-H2171,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG03829,CCNB1IP1,14,SIDM00733,NCI-H2171,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG04549,CHD7,8,SIDM00733,NCI-H2171,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG04549,CHD7,8,SIDM00733,NCI-H2171,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG04549,CHD7,8,SIDM00733,NCI-H2171,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG08236,EYA1,8,SIDM00953,CPC-N,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG08236,EYA1,8,SIDM00953,CPC-N,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG13577,KCNQ3,8,SIDM00648,NCI-H1304,Lung,False,SOMETHING_INTRON,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG13577,KCNQ3,8,SIDM00648,NCI-H1304,Lung,False,SOMETHING_INTRON,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG13577,KCNQ3,8,SIDM00648,NCI-H1304,Lung,False,SOMETHING_INTRON,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG13577,KCNQ3,8,SIDM00648,NCI-H1304,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG13577,KCNQ3,8,SIDM00648,NCI-H1304,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG16978,LY6H,8,SIDM00965,NCI-H446,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG17752,MIEN1,17,SIDM00716,NCI-H2170,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG20682,MTF1,1,SIDM00702,NCI-H2122,Lung,False,SOMETHING_INTRON,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG20682,MTF1,1,SIDM00702,NCI-H2122,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG21124,MYH7,14,SIDM01131,NCI-H82,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG21124,MYH7,14,SIDM01131,NCI-H82,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG21124,MYH7,14,SIDM01131,NCI-H82,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG26366,PVT1,8,SIDG21124,MYH7,14,SIDM01131,NCI-H82,Lung,False,No,False,Sanger Cell Lines Fusions
